Full_Name,x0,y0,z0,xDot0,yDot0,zDot0,T,Stability_Index,Bifercates_to,lStar_km,tStar_days,mu,System,LagrangePoint,Family,Modifier,JacobiValue,Closest_Primary_Approach,Closest_Secondary_Approach
L3 - Northern Halo,-1.6967,0,0,0,1.27945926878174,0,6.2391,1.3828,L3-Lyapunovs,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.42366229197007,0.321800837165749,0.321800837165749
L3 - Northern Halo,-1.6921,0,0.1408,0,1.27596367217834,0,6.2391,1.3811,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.41611210838808,0.320391002878476,0.320391002878476
L3 - Northern Halo,-1.6838,0,0.2358,0,1.2696,0,6.2389,1.3779,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.4026592326647,0.317959436632299,0.317959436632299
L3 - Northern Halo,-1.6712,0,0.3308,0,1.2599706190711,0,6.2387,1.3731,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.38232534442216,0.314200570941512,0.314200570941512
L3 - Northern Halo,-1.6543,0,0.4258,0,1.24706593656903,0,6.2384,1.3667,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.35521954944944,0.309180604596944,0.309180604596944
L3 - Northern Halo,-1.6329,0,0.5208,0,1.2307,0,6.2381,1.3589,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.32139297545767,0.302869515492072,0.302869515492072
L3 - Northern Halo,-1.6069,0,0.6158,0,1.2108,0,6.2376,1.3495,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.28091182824839,0.295275461143823,0.295275461143823
L3 - Northern Halo,-1.5762,0,0.7108,0,1.1874,0,6.237,1.3386,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.23362737184869,0.28625993823771,0.28625993823771
L3 - Northern Halo,-1.5405,0,0.8058,0,1.1602,0,6.2363,1.3264,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.17973479727146,0.275863311633076,0.275863311633076
L3 - Northern Halo,-1.4996,0,0.9008,0,1.1291,0,6.2353,1.3129,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.11926392053834,0.264038967685109,0.264038967685109
L3 - Northern Halo,-1.453,0,0.9958,0,1.09367553305221,0,6.2342,1.2983,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,2.05232120990142,0.250734551951625,0.250734551951625
L3 - Northern Halo,-1.4004,0,1.0908,0,1.05385316168084,0,6.2328,1.2826,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.97881206749506,0.235799273693951,0.235799273693951
L3 - Northern Halo,-1.3411,0,1.1858,0,1.0091,0,6.2311,1.266,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.898838128957,0.219159141304197,0.219159141304197
L3 - Northern Halo,-1.2743,0,1.2808,0,0.958695617016117,0,6.2289,1.2488,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.812809602707,0.200945814421333,0.200945814421333
L3 - Northern Halo,-1.1989,0,1.3758,0,0.902011757883781,0,6.2261,1.231,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.72053088969312,0.180868958060111,0.180868958060111
L3 - Northern Halo,-1.1131,0,1.4708,0,0.837534170556128,0,6.2224,1.2129,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.62238339365422,0.15901166904506,0.15901166904506
L3 - Northern Halo,-1.0145,0,1.5658,0,0.7636,0,6.2173,1.1941,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.51837565643905,0.135213017689191,0.135213017689191
L3 - Northern Halo,-0.9195,0,1.6449,0,0.6923,0,6.2114,1.1776,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.42755988370441,0.113988660573115,0.113988660573115
L3 - Northern Halo,-0.8245,0,1.713,0,0.6208,0,6.2042,1.1618,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.34626515019099,0.0946615621441686,0.0946615621441686
L3 - Northern Halo,-0.7295,0,1.7713,0,0.5491,0,6.1952,1.1461,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.27434090313817,0.0773863849727454,0.0773863849727454
L3 - Northern Halo,-0.6345,0,1.8204,0,0.4772,0,6.1838,1.1297,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.21179024335396,0.0622979382549473,0.0622979382549473
L3 - Northern Halo,-0.5395,0,1.8606,0,0.4051,0,6.1686,1.1119,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.15866856407531,0.0495647035145818,0.0495647035145818
L3 - Northern Halo,-0.4445,0,1.892,0,0.3329,0,6.1472,1.0921,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.11499555172934,0.0394012256038941,0.0394012256038941
L3 - Northern Halo,-0.3495,0,1.9138,0,0.2607,0,6.1148,1.0688,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.08126350683742,0.0321220203598474,0.0321220203598474
L3 - Northern Halo,-0.2545,0,1.9237,0,0.1887,0,6.059,1.0385,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.05875075837033,0.027742601255916,0.027742601255916
L3 - Northern Halo,-0.1595,0,1.9131,0,0.1169,0,5.9394,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Halo,North,1.05233975026947,0.0260351618556444,0.0260351618556444
L1 - Northeast Axial,0.7816,0,0,0,0.4432,0,3.95,200.3471,L1-Lyapunovs,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.02136406916895,0.7694494144,0.7694494144
L1 - Northeast Axial,0.7824,0,0,0,0.4401,0.05,3.952,201.284,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.02080615631241,0.7702494144,0.7702494144
L1 - Northeast Axial,0.7848,0,0,0,0.4307,0.1,3.9579,204.0837,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.01916280795413,0.7726494144,0.7726494144
L1 - Northeast Axial,0.7888,0,0,0,0.4146,0.15,3.9677,208.7091,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.01659093554841,0.768408537224992,0.768408537224992
L1 - Northeast Axial,0.7947,0,0,0,0.3912,0.2,3.9814,215.0815,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.01298118590223,0.77106639681576,0.77106639681576
L1 - Northeast Axial,0.8027,0,0,0,0.3594,0.25,3.9984,223.0401,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.00852545541273,0.787605405387276,0.787605405387276
L1 - Northeast Axial,0.813,0,0,0,0.3176,0.3,4.0182,232.2452,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,3.00343209250037,0.793827052313391,0.793827052313391
L1 - Northeast Axial,0.8262,0,0,0,0.2625,0.35,4.039,241.9622,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,2.99818266169458,0.811460530208247,0.811460530208247
L1 - Northeast Axial,0.8431,0,0,0,0.1874,0.4,4.0574,250.5755,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,2.99366508742249,0.829516830170525,0.829516830170525
L1 - Northeast Axial,0.8625,0,0,0,0.0907,0.4434,4.0652,254.2398,L1-Verticals,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Axial,North-East,2.99178719327221,0.8503494144,0.8503494144
L2 - Northwest Axial,1.22,0,0,0,-0.4275,0,4.3105,127.885,L2-Lyapunovs,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,3.01377789196815,0.967522818996724,0.967522818996724
L2 - Northwest Axial,1.2183,0,0,0,-0.4248,0.05,4.3133,129.1383,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,3.01242153638922,0.968442514778374,0.968442514778374
L2 - Northwest Axial,1.2152,0,0,0,-0.4198,0.0841,4.3183,131.3556,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,3.01002127983971,0.970151708553207,0.970151708553207
L2 - Northwest Axial,1.2112,0,0,0,-0.4133,0.1139,4.3247,134.077,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,3.00700804034904,0.971337032028356,0.971337032028356
L2 - Northwest Axial,1.2062,0,0,0,-0.4048,0.1434,4.3326,137.3638,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,3.00340378250595,0.975210075417671,0.975210075417671
L2 - Northwest Axial,1.1998,0,0,0,-0.3938,0.174,4.3425,141.2513,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.99900149983293,0.978652543275642,0.978652543275642
L2 - Northwest Axial,1.1918,0,0,0,-0.3796,0.2067,4.3544,145.7239,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.99373166151313,0.982827330826916,0.982827330826916
L2 - Northwest Axial,1.1818,0,0,0,-0.361,0.2419,4.3684,150.6775,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.98786793303846,0.986901854263844,0.986901854263844
L2 - Northwest Axial,1.1697,0,0,0,-0.3369,0.28,4.3838,155.8679,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.9816284326879,0.991426929925337,0.991426929925337
L2 - Northwest Axial,1.1554,0,0,0,-0.3055,0.3214,4.3995,160.8533,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.97553283924917,0.999603748586811,0.999603748586811
L2 - Northwest Axial,1.1389,0,0,0,-0.2647,0.3659,4.413,164.9638,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.97045625429159,1.004959740256,1.004959740256
L2 - Northwest Axial,1.1119,0,0,0,-0.1812,0.4358,4.4222,167.6717,L2-Verticals,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Axial,North-West,2.96712386919114,1.00520322238594,1.00520322238594
L3 - Northeast Axial,-1.8963,0,0,0,1.6715,0,6.2616,1.0499,L3-Lyapunovs,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,1.85905646104631,0.121281340128882,0.121281340128882
L3 - Northeast Axial,-1.8902,0,0,0,1.6761,0.09,6.2617,1.0604,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,1.81588358060374,0.12714220209882,0.12714220209882
L3 - Northeast Axial,-1.8705,0,0,0,1.6893,0.18,6.2621,1.0889,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,1.68428470014254,0.146431172717117,0.146431172717117
L3 - Northeast Axial,-1.8291,0,0,0,1.7093,0.2745,6.2628,1.1273,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,1.44454823894184,0.187119949194416,0.187119949194416
L3 - Northeast Axial,-1.7488,0,0,0,1.7269,0.3737,6.2638,1.1567,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,1.08299582192487,0.266142228725122,0.266142228725122
L3 - Northeast Axial,-1.6081,0,0,0,1.7186,0.4779,6.2651,1.1567,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,0.651318199588885,0.405784977171706,0.405784977171706
L3 - Northeast Axial,-1.4186,0,0,0,1.6683,0.5873,6.266,1.137,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,0.299120319930553,0.594542160172649,0.594542160172649
L3 - Northeast Axial,-1.2271,0,0,0,1.595,0.7022,6.2664,1.1211,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,0.105793278797714,0.785815860724276,0.785815860724276
L3 - Northeast Axial,-1.0003,0,0,0,1.49,0.8726,6.2666,1.1142,L3-Verticals,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Axial,North-East,0.0306851448924905,0.987442613046981,0.987442613046981
L1 - Vertical,1.0118,0,0.1739,0,-0.0799,0,4.0652,254.2398,L1-Axials,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,3.05803884757296,0.975476502405762,0.975476502405762
L1 - Vertical,0.9261,0,0.3616,0,-0.0544,0,5.095,168.7846,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,2.88580198967922,0.853467088210133,0.853467088210133
L1 - Vertical,0.886,0,0.4766,0,-0.0009,0,5.618,178.5819,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,2.77797002456781,0.857800232246688,0.857800232246688
L1 - Vertical,0.8184,0,0.5916,0,0.0776,0,5.8965,191.1137,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,2.64075981604963,0.863533102946437,0.863533102946437
L1 - Vertical,0.7233,0,0.7066,0,0.1817,0,6.0552,193.8062,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,2.45952904589858,0.870106399925636,0.870106399925636
L1 - Vertical,0.5906,0,0.8216,0,0.3221,0,6.1527,184.7102,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,2.21057344820603,0.876952792503111,0.876952792503111
L1 - Vertical,0.4756,0,0.8936,0,0.4416,0,6.1963,171.8511,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,1.99545162337972,0.880567285485721,0.880567285485721
L1 - Vertical,0.3606,0,0.9465,0,0.5601,0,6.2235,157.0654,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,1.77991084716547,0.885056564737142,0.885056564737142
L1 - Vertical,0.2456,0,0.9833,0,0.678,0,6.2419,141.4589,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,1.56394985386211,0.888670796519405,0.888670796519405
L1 - Vertical,0.1306,0,1.0057,0,0.7953,0,6.2551,125.607,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,1.34794911421158,0.890986949658944,0.890986949658944
L1 - Vertical,0.0156,0,1.0148,0,0.9123,0,6.265,109.8492,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,1.13140102536505,0.893866463542661,0.893866463542661
L1 - Vertical,-0.0994,0,1.0108,0,1.0291,0,6.2726,94.4116,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,0.914551376646744,0.895938124113751,0.895938124113751
L1 - Vertical,-0.2144,0,0.9937,0,1.1457,0,6.2786,79.4644,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,0.697199199263314,0.898419688789084,0.898419688789084
L1 - Vertical,-0.3294,0,0.9626,0,1.2621,0,6.2834,65.1508,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,0.479824796401594,0.900266505863711,0.900266505863711
L1 - Vertical,-0.4444,0,0.9162,0,1.3783,0,6.2874,51.6049,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,0.26232937887492,0.901865918402008,0.901865918402008
L1 - Vertical,-0.5594,0,0.852,0,1.4945,0,6.2908,38.963,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,0.0442451338546332,0.903660497356378,0.903660497356378
L1 - Vertical,-0.6744,0,0.7654,0,1.6105,0,6.2936,27.3749,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.173598871891363,0.904830163502282,0.904830163502282
L1 - Vertical,-0.7894,0,0.6477,0,1.7265,0,6.296,17.0201,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.392043160182265,0.906505408966846,0.906505408966846
L1 - Vertical,-0.8756,0,0.5267,0,1.8134,0,6.2976,10.2053,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.555791723092228,0.907426767078137,0.907426767078137
L1 - Vertical,-0.9389,0,0.4047,0,1.8772,0,6.2987,5.8212,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.676303071209828,0.908373125665994,0.908373125665994
L1 - Vertical,-0.9809,0,0.2897,0,1.9195,0,6.2994,3.2509,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.756168995339323,0.90885795899698,0.90885795899698
L1 - Vertical,-1.008,0,0.1747,0,1.9468,0,6.2998,1.7631,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.807744229031954,0.909177831450071,0.909177831450071
L1 - Vertical,-1.0214,0,0.0597,0,1.9603,0,6.3,1.0856,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L1,Vertical,,-0.833252473689818,0.909332874830996,0.909332874830996
L2 - Vertical,1.1119,0,0,0,-0.1812,0.4358,4.4222,167.6717,L2-Axials,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,2.96712386919114,1.00520322238594,1.00520322238594
L2 - Vertical,1.1003,0,0,0,-0.3217,0.5973,5.6753,204.3084,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,2.74249518701113,0.960549250519562,0.960549250519562
L2 - Vertical,1.0906,0,0,0,-0.4317,0.7416,6.0172,240.7419,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,2.48118917690217,0.964278269016527,0.964278269016527
L2 - Vertical,1.0842,0,0,0,-0.5417,0.8415,6.1305,236.0384,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,2.2282130993909,0.967481956772051,0.967481956772051
L2 - Vertical,1.0796,0,0,0,-0.6517,0.9128,6.1848,217.8085,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,1.9821419818929,0.968022272593489,0.968022272593489
L2 - Vertical,1.0762,0,0,0,-0.7617,0.9635,6.2162,194.9734,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,1.74005588911294,0.97220370440811,0.97220370440811
L2 - Vertical,1.0735,0,0,0,-0.8717,0.9978,6.2366,170.9369,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,1.50049041595373,0.976194279687227,0.976194279687227
L2 - Vertical,1.0713,0,0,0,-0.9817,1.0179,6.2508,147.2392,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,1.26255734252473,0.980370431018932,0.980370431018932
L2 - Vertical,1.0694,0,0,0,-1.0917,1.0248,6.2613,124.6527,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,1.0263094371631,0.978661626616135,0.978661626616135
L2 - Vertical,1.0679,0,0,0,-1.2017,1.0192,6.2692,103.5866,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,0.790396652260609,0.986335852027079,0.986335852027079
L2 - Vertical,1.0665,0,0,0,-1.3117,1.0009,6.2754,84.2596,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,0.555680227677538,0.985986224198795,0.985986224198795
L2 - Vertical,1.0654,0,0,0,-1.4217,0.9694,6.2804,66.7829,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,0.320977997136789,0.992178342553359,0.992178342553359
L2 - Vertical,1.0644,0,0,0,-1.5317,0.9234,6.2845,51.2053,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,0.0868396192062582,0.995151870375881,0.995151870375881
L2 - Vertical,1.0636,0,0,0,-1.6307,0.8677,6.2876,38.8193,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.123458717108397,0.997649403221895,0.997649403221895
L2 - Vertical,1.0629,0,0,0,-1.7198,0.8038,6.29,28.9912,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.312479950321377,0.99981430109397,0.99981430109397
L2 - Vertical,1.0624,0,0,0,-1.8,0.7321,6.2919,21.2089,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.482679733568157,1.00192027234518,1.00192027234518
L2 - Vertical,1.0619,0,0,0,-1.8721,0.6525,6.2935,15.0634,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.635229213911753,1.00264007868593,1.00264007868593
L2 - Vertical,1.0616,0,0,0,-1.9371,0.5634,6.2947,10.231,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.773278714529743,1.00534799924475,1.00534799924475
L2 - Vertical,1.0613,0,0,0,-1.9891,0.474,6.2957,6.8491,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.883474373263997,1.00668721575105,1.00668721575105
L2 - Vertical,1.0611,0,0,0,-2.0306,0.3827,6.2964,4.4628,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-0.971253375091436,1.00744384784145,1.00744384784145
L2 - Vertical,1.0609,0,0,0,-2.0639,0.2853,6.2969,2.7679,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-1.04171003269092,1.00838202526311,1.00838202526311
L2 - Vertical,1.0608,0,0,0,-2.086,0.192,6.2973,1.753,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-1.0884752909195,1.00873780806835,1.00873780806835
L2 - Vertical,1.0608,0,0,0,-2.1007,0.082,6.2975,1.1314,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Vertical,,-1.1198797809195,1.0094600346981,1.0094600346981
L3 - Vertical,-0.7916,0,0.616,0,-0.2129,0,6.2505,1.5968,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,2.58287941676047,1.01265542207226,1.01265542207226
L3 - Vertical,-0.7012,0,0.716,0,-0.3031,0,6.2508,1.5604,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,2.40127748417149,1.0107052280343,1.0107052280343
L3 - Vertical,-0.5798,0,0.816,0,-0.4241,0,6.2513,1.5119,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,2.15763606350711,1.00781037673646,1.00781037673646
L3 - Vertical,-0.4798,0,0.8775,0,-0.5239,0,6.2518,1.4724,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,1.95690307694125,1.00595306860887,1.00595306860887
L3 - Vertical,-0.3798,0,0.9242,0,-0.6236,0,6.2523,1.4334,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,1.75643598449333,1.00361928207757,1.00361928207757
L3 - Vertical,-0.2798,0,0.9583,0,-0.7234,0,6.2529,1.3947,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,1.55594979225221,1.00171275216707,1.00171275216707
L3 - Vertical,-0.1798,0,0.9811,0,-0.8232,0,6.2537,1.3565,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,1.35559077710612,0.999701073977708,0.999701073977708
L3 - Vertical,-0.0798,0,0.9934,0,-0.9229,0,6.2546,1.3186,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,1.15551686580986,0.997438311524826,0.997438311524826
L3 - Vertical,0.0202,0,0.9956,0,-1.0227,0,6.2557,1.2812,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,0.955379701352418,0.995536210702428,0.995536210702428
L3 - Vertical,0.1202,0,0.9878,0,-1.1225,0,6.257,1.2443,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,0.755310573983471,0.993691861671506,0.993691861671506
L3 - Vertical,0.2202,0,0.9697,0,-1.2223,0,6.2588,1.2078,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,0.555468517271301,0.991767436868232,0.991767436868232
L3 - Vertical,0.3202,0,0.9408,0,-1.3221,0,6.261,1.1718,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,0.355742602269982,0.989940708192922,0.989940708192922
L3 - Vertical,0.483,0,0.8679,0,-1.4846,0,6.2666,1.1142,L3-Axials,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,0.0307119198579162,0.987395351944105,0.987395351944105
L3 - Vertical,0.6202,0,0.7763,0,-1.6214,0,6.2752,1.067,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-0.242773430092339,0.985825875115901,0.985825875115901
L3 - Vertical,0.7202,0,0.6866,0,-1.7211,0,6.2868,1.0334,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-0.442440204387348,0.986282684240265,0.986282684240265
L3 - Vertical,0.8213,0,0.569,0,-1.8214,0,6.3111,1.0021,L4/L5-Verticals,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-0.644206911039737,0.989183106785725,0.989183106785725
L3 - Vertical,0.8897,0,0.4705,0,-1.888,0,6.3474,1.0038,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-0.780133578325457,0.995619531110778,0.995619531110778
L3 - Vertical,0.9527,0,0.3705,0,-1.9468,0,6.4196,1.0071,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-0.905513406211167,1.0108879687667,1.0108879687667
L3 - Vertical,1.0259,0,0.2705,0,-2.0078,0,6.5791,1.0072,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-1.04805513217913,1.04910434743661,1.04910434743661
L3 - Vertical,1.1147,0,0.1705,0,-2.0751,0,6.8165,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-1.21557078234968,1.11453427439792,1.11453427439792
L3 - Vertical,1.1678,0,0.0705,0,-2.1154,0,6.9476,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L3,Vertical,,-1.31401155050961,1.15407523048072,1.15407523048072
L2 - Butterfly,1.0118,0,0.1739,0,-0.0799,0,1.3743,1,L2-Halos,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.05803884757296,0.975476056562421,0.975476056562421
L2 - Butterfly,1.0196,0,0.1742,0,-0.0817,0,2.7519,1.0589,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.05832577556849,0.973355608114221,0.973355608114221
L2 - Butterfly,1.0249,0,0.1743,0,-0.0821,0,2.7582,1.1762,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.05881610506168,0.970425472228655,0.970425472228655
L2 - Butterfly,1.0301,0,0.1742,0,-0.0816,0,2.7687,1.3772,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.0596917224671,0.966685267167353,0.966685267167353
L2 - Butterfly,1.0354,0,0.174,0,-0.0801,0,2.7845,1.6932,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.06088545092759,0.961976664518549,0.961976664518549
L2 - Butterfly,1.0406,0,0.1735,0,-0.077,0,2.8077,2.1774,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.06264960524052,0.956302069498134,0.956302069498134
L2 - Butterfly,1.0459,0,0.1727,0,-0.0721,0,2.8409,2.9191,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.06500069480769,0.949299743476342,0.949299743476342
L2 - Butterfly,1.0511,0,0.1713,0,-0.0646,0,2.8891,4.065,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.06823158893674,0.941096558300712,0.941096558300712
