Full_Name,x0,y0,z0,xDot0,yDot0,zDot0,T,Stability_Index,Bifercates_to,lStar_km,tStar_days,mu,System,LagrangePoint,Family,Modifier,JacobiValue,Closest_Primary_Approach,Closest_Secondary_Approach
L2 - Butterfly,1.0564,0,0.1693,0,-0.0539,0,2.9596,5.8298,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.07229523976723,0.931088567390926,0.931088567390926
L2 - Butterfly,1.0616,0,0.1662,0,-0.0392,0,3.0637,8.4171,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.07745145428846,0.920077148137019,0.920077148137019
L2 - Butterfly,1.0669,0,0.1619,0,-0.0189,0,3.2255,11.5767,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L2,Butterfly,,3.08349161747123,0.907503740677829,0.907503740677829
L4 - Planar,0.475,0.866025403784439,0,0.0697,-1.0915,0,6.2647,1,L3-Lyapunovs,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,1.79188871479162,0.105856882116939,0.105856882116939
L4 - Planar,0.5837,0.866025403784439,0,0.0606,-1.0896,0,6.2657,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,1.80468909424192,0.108163427260444,0.108163427260444
L4 - Planar,0.6853,0.866025403784439,0,0.0637,-1.0828,0,6.2691,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,1.84639732632021,0.116124416048103,0.116124416048103
L4 - Planar,0.7656,0.866025403784439,0,0.0726,-1.0703,0,6.2747,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,1.90984610827653,0.129322783314067,0.129322783314067
L4 - Planar,0.8312,0.866025403784439,0,0.0839,-1.0509,0,6.2829,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,1.99148186025533,0.148309099398009,0.148309099398009
L4 - Planar,0.8826,0.866025403784439,0,0.0959,-1.0245,0,6.2937,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.08466469099652,0.172852329066996,0.172852329066996
L4 - Planar,0.9203,0.866025403784439,0,0.1077,-0.9931,0,6.3064,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.17959320481944,0.20127100673481,0.20127100673481
L4 - Planar,0.9459,0.866025403784439,0,0.1183,-0.9595,0,6.3201,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.2679411133476,0.231330832693833,0.231330832693833
L4 - Planar,0.9621,0.866025403784439,0,0.1277,-0.9261,0,6.3338,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.34538055071685,0.260806928336698,0.260806928336698
L4 - Planar,0.9717,0.866025403784439,0,0.1356,-0.8943,0,6.347,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.41144626457341,0.288808850747396,0.288808850747396
L4 - Planar,0.9775,0.866025403784439,0,0.1438,-0.8581,0,6.3621,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.4789037258643,0.320412338298694,0.320412338298694
L4 - Planar,0.9788,0.866025403784439,0,0.1518,-0.8174,0,6.3791,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.54615831652999,0.35567794201951,0.35567794201951
L4 - Planar,0.9753,0.866025403784439,0,0.1594,-0.7724,0,6.3977,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.61150340363141,0.394285481170696,0.394285481170696
L4 - Planar,0.9665,0.866025403784439,0,0.1661,-0.7229,0,6.4178,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.67384721911466,0.436247003627318,0.436247003627318
L4 - Planar,0.952,0.866025403784439,0,0.1715,-0.6689,0,6.4391,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.73197353214445,0.481167794973729,0.481167794973729
L4 - Planar,0.9314,0.866025403784439,0,0.1748,-0.6102,0,6.4612,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.78523431966318,0.52921551119934,0.52921551119934
L4 - Planar,0.9043,0.866025403784439,0,0.1754,-0.5467,0,6.4836,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.8329327276736,0.580042558629946,0.580042558629946
L4 - Planar,0.8736,0.866025403784439,0,0.1728,-0.485,0,6.5035,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.87079763584665,0.628036281805921,0.628036281805921
L4 - Planar,0.8401,0.866025403784439,0,0.1669,-0.4249,0,6.521,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.90106445677117,0.674070936486257,0.674070936486257
L4 - Planar,0.8043,0.866025403784439,0,0.1579,-0.3667,0,6.5361,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.92491102339537,0.717595782340201,0.717595782340201
L4 - Planar,0.7667,0.866025403784439,0,0.1457,-0.3104,0,6.5488,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.94370463797767,0.759482167689121,0.759482167689121
L4 - Planar,0.7274,0.866025403784439,0,0.1306,-0.2562,0,6.5592,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.95813641197096,0.798876224009893,0.798876224009893
L4 - Planar,0.6867,0.866025403784439,0,0.1126,-0.204,0,6.5675,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.96914731406024,0.836811123163779,0.836811123163779
L4 - Planar,0.6447,0.866025403784439,0,0.0918,-0.1542,0,6.5738,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.97718021577549,0.872927226937586,0.872927226937586
L4 - Planar,0.6015,0.866025403784439,0,0.0685,-0.1069,0,6.5783,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.98271929444464,0.907225718175847,0.907225718175847
L4 - Planar,0.5572,0.866025403784439,0,0.0428,-0.0622,0,6.5812,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Planar,,2.98617467026745,0.940442761822052,0.940442761822052
L4 - Northern Axial,0.9767,-0.0334,0.1,-0.0737,-0.0626,0.4671,2.1509,1,L1-Halos,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.94345732620403,0.96215188157657,0.96215188157657
L4 - Northern Axial,0.9522,-0.0146,0.1,-0.1089,0.0426,0.4599,2.1684,1.2665,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.94606003589501,0.939631163378445,0.939631163378445
L4 - Northern Axial,0.9353,-0.0019,0.1,-0.1254,0.1104,0.4375,2.2359,1.4014,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.944314004183,0.922129250542569,0.922129250542569
L4 - Northern Axial,0.9167,0.0122,0.1,-0.1328,0.1753,0.4026,2.3433,1.9466,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.94170692655982,0.903899219630269,0.903899219630269
L4 - Northern Axial,0.8958,0.0292,0.1,-0.1297,0.2354,0.3601,2.4992,2.7963,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.9380250648898,0.884722149411078,0.884722149411078
L4 - Northern Axial,0.858,0.0661,0.1,-0.1077,0.3173,0.2917,2.8625,4.36,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.92996013793209,0.852524387660474,0.852524387660474
L4 - Northern Axial,0.8342,0.0949,0.1,-0.0924,0.3566,0.2589,3.1374,5.0376,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.92389286836528,0.8332237207302,0.8332237207302
L4 - Northern Axial,0.8067,0.1326,0.1,-0.0815,0.3939,0.2321,3.4831,5.389,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.91618428533246,0.811598539650377,0.811598539650377
L4 - Northern Axial,0.7717,0.1819,0.1,-0.0838,0.4337,0.2144,3.9253,5.3009,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.90513222615294,0.785476708996306,0.785476708996306
L4 - Northern Axial,0.708,0.2548,0.1,-0.1289,0.4969,0.2175,4.6214,4.5915,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.88189383617372,0.742577682651862,0.742577682651862
L4 - Northern Axial,0.6695,0.2848,0.1,-0.1739,0.5331,0.2351,4.9622,4.1337,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.86522007239006,0.716697935324149,0.716697935324149
L4 - Northern Axial,0.6301,0.306,0.1,-0.2311,0.5692,0.2645,5.2632,3.6779,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.84387538145654,0.69278507886493,0.69278507886493
L4 - Northern Axial,0.5946,0.3174,0.1,-0.2918,0.5997,0.3028,5.4992,3.2707,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.81997049766606,0.666728147670672,0.666728147670672
L4 - Northern Axial,0.562,0.3221,0.1,-0.3562,0.6244,0.3522,5.692,2.8854,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.79057414320701,0.643517493169604,0.643517493169604
L4 - Northern Axial,0.5326,0.3217,0.1,-0.422,0.6401,0.4148,5.8483,2.5153,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.75479674951113,0.618482258092483,0.618482258092483
L4 - Northern Axial,0.5074,0.3183,0.1,-0.485,0.6421,0.4922,5.9719,2.1603,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.71029456870952,0.597078903944633,0.597078903944633
L4 - Northern Axial,0.4874,0.314,0.1,-0.5394,0.6237,0.5849,6.0671,1.8235,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.6559881294048,0.578054634837563,0.578054634837563
L4 - Northern Axial,0.474,0.3117,0.1,-0.5768,0.5776,0.6899,6.1379,1.5161,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.59043003857816,0.565729122256138,0.565729122256138
L4 - Northern Axial,0.4713,0.3236,0.1,-0.569,0.3981,0.8913,6.2216,1.1156,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.43652346000931,0.568279378910623,0.568279378910623
L4 - Northern Axial,0.4848,0.3462,0.1,-0.5045,0.2472,0.9807,6.2495,1.0403,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.33528249889468,0.590514468274521,0.590514468274521
L4 - Northern Axial,0.5014,0.3731,0.1,-0.4279,0.1236,1.0239,6.2641,1.0202,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.2575091239342,0.618297586452934,0.618297586452934
L4 - Northern Axial,0.5208,0.4071,0.1,-0.3372,0.0078,1.044,6.2743,1.0113,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.18573182828169,0.653013704766542,0.653013704766542
L4 - Northern Axial,0.5409,0.4472,0.1,-0.2392,-0.0943,1.0455,6.2816,1.0067,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.12213744361433,0.692772564428971,0.692772564428971
L4 - Northern Axial,0.5621,0.4981,0.1,-0.1267,-0.1894,1.0313,6.2873,1.0038,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.06201903898744,0.741322853423005,0.741322853423005
L4 - Northern Axial,0.5823,0.5617,0.1,-0.0005,-0.2722,1.0021,6.2917,1.0019,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,2.00886456706454,0.799431442850474,0.799431442850474
L4 - Northern Axial,0.5982,0.6402,0.1,0.138,-0.3369,0.9591,6.2948,1.0007,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,1.9669097851951,0.867914280973741,0.867914280973741
L4 - Northern Axial,0.6035,0.7821,0.1,0.3538,-0.3843,0.875,6.2966,1,L4-Verticals,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Axial,North,1.94011291630707,0.98518481571067,0.98518481571067
L4 - Vertical,0.6032,0.42545,0.6678,-0.3544,-0.3857,0.5728,6.2966,1,L4-Axials,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.94016949686732,0.985208235557376,0.985208235557376
L4 - Vertical,0.639,0.42545,0.6333,-0.3106,-0.4867,0.6482,6.2977,1.0012,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.83450985854556,0.985081485679269,0.985081485679269
L4 - Vertical,0.6617,0.42545,0.6093,-0.2749,-0.5583,0.6967,6.2985,1.002,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.74561506734029,0.985192868956227,0.985192868956227
L4 - Vertical,0.6825,0.42545,0.5857,-0.235,-0.631,0.741,6.2995,1.0028,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.6444964385688,0.98504989076481,0.98504989076481
L4 - Vertical,0.7013,0.42545,0.5631,-0.1915,-0.705,0.7803,6.3005,1.0035,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.53088875632322,0.985194985518444,0.985194985518444
L4 - Vertical,0.718,0.42545,0.5416,-0.1444,-0.7806,0.8138,6.3015,1.004,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.4052985212729,0.985197237950144,0.985197237950144
L4 - Vertical,0.7325,0.42545,0.5219,-0.0942,-0.8577,0.8407,6.3025,1.0044,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.26795870825254,0.985344548287828,0.985344548287828
L4 - Vertical,0.745,0.42545,0.5042,-0.0412,-0.9364,0.86,6.3035,1.0047,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,1.11981135468245,0.98563090062515,0.98563090062515
L4 - Vertical,0.7553,0.42545,0.4889,0.0143,-1.0162,0.8708,6.3045,1.0048,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,0.962475863977281,0.985716902573618,0.985716902573618
L4 - Vertical,0.7636,0.42545,0.4763,0.0718,-1.0966,0.8722,6.3055,1.0048,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,0.797801511944773,0.985953410237901,0.985953410237901
L4 - Vertical,0.77,0.42545,0.4666,0.1311,-1.1767,0.8636,6.3064,1.0047,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,0.628097479153626,0.986380276270677,0.986380276270677
L4 - Vertical,0.7745,0.42545,0.4598,0.1918,-1.2554,0.8443,6.3072,1.0045,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,0.456605778282595,0.986638258413627,0.986638258413627
L4 - Vertical,0.7773,0.42545,0.456,0.2537,-1.3314,0.8142,6.308,1.0042,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,0.285989906940677,0.987083577406302,0.987083577406302
L4 - Vertical,0.7782,0.42545,0.4552,0.3167,-1.4031,0.7731,6.3086,1.0039,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,0.120004511744647,0.987387141895546,0.987387141895546
L4 - Vertical,0.7775,0.42545,0.4573,0.3806,-1.4691,0.721,6.3092,1.0036,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.0382434330352255,0.987704179868282,0.987704179868282
L4 - Vertical,0.7753,0.42545,0.462,0.4411,-1.5237,0.6631,6.3097,1.0032,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.175684066378858,0.987897389434538,0.987897389434538
L4 - Vertical,0.7718,0.42545,0.4686,0.4981,-1.5674,0.6015,6.3101,1.003,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.292749866189278,0.988386170348549,0.988386170348549
L4 - Vertical,0.7668,0.42545,0.4773,0.5553,-1.6025,0.5335,6.3104,1.0027,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.395597148701051,0.988541440559675,0.988541440559675
L4 - Vertical,0.7604,0.42545,0.4881,0.6127,-1.6278,0.4603,6.3106,1.0025,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.482384790009028,0.988760354652345,0.988760354652345
L4 - Vertical,0.7525,0.42545,0.5009,0.6701,-1.6424,0.3832,6.3108,1.0023,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.55177514119324,0.989004836752102,0.989004836752102
L4 - Vertical,0.7428,0.42545,0.5156,0.7271,-1.6453,0.3038,6.311,1.0022,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.601781281919548,0.988911137226701,0.988911137226701
L4 - Vertical,0.7314,0.42545,0.5321,0.7836,-1.6361,0.2238,6.311,1.0021,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.632490575163747,0.988878682283435,0.988878682283435
L4 - Vertical,0.7167,0.42545,0.5521,0.8442,-1.612,0.138,6.3111,1.0021,L3-Verticals,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,-0.644029311428212,0.98919590894555,0.98919590894555
L4 - Vertical,0.3006,0.4431,0.8411,-0.3762,0.2559,0,6.2951,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.07452296590874,0.985336120584626,0.985336120584626
L4 - Vertical,0.3308,0.4921,0.8011,-0.3299,0.2221,0,6.2938,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.18879567599053,0.985514779961146,0.985514779961146
L4 - Vertical,0.3558,0.5355,0.7611,-0.2897,0.1927,0,6.2926,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.28819294475999,0.98564540762524,0.98564540762524
L4 - Vertical,0.3769,0.5745,0.7211,-0.2542,0.1669,0,6.2915,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.37592362161266,0.985846280875915,0.985846280875915
L4 - Vertical,0.3947,0.6097,0.6811,-0.2224,0.1441,0,6.2905,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.45415149531792,0.985882544695146,0.985882544695146
L4 - Vertical,0.4099,0.6418,0.6411,-0.1939,0.1238,0,6.2896,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.52426363299052,0.986027308549446,0.986027308549446
L4 - Vertical,0.4229,0.6711,0.6011,-0.168,0.1059,0,6.2888,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.58737850894137,0.986292071133148,0.986292071133148
L4 - Vertical,0.434,0.6978,0.5611,-0.1446,0.09,0,6.288,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.64425359654352,0.986466735329969,0.986466735329969
L4 - Vertical,0.4435,0.7222,0.5211,-0.1234,0.0758,0,6.2873,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.69554689263334,0.9866996712143,0.9866996712143
L4 - Vertical,0.4517,0.7444,0.4811,-0.1042,0.0632,0,6.2866,1,N/A,385692.5,4.3644,0.0121505856,Earth - Moon,L4,Vertical,,2.74173421337996,0.986976451933704,0.986976451933704
L5 - Planar,0.475,-0.866025403784439,0,-0.0697,-1.0915,-0,6.2647,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,1.79188871479162,0.105849462626701,0.105849462626701
L5 - Planar,0.5837,-0.866025403784439,0,-0.0606,-1.0896,-0,6.2657,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,1.80468909424192,0.108161641339113,0.108161641339113
L5 - Planar,0.6853,-0.866025403784439,0,-0.0637,-1.0828,-0,6.2691,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,1.84639732632021,0.116150395623173,0.116150395623173
L5 - Planar,0.7656,-0.866025403784439,0,-0.0726,-1.0703,-0,6.2747,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,1.90984610827653,0.129333247671472,0.129333247671472
L5 - Planar,0.8312,-0.866025403784439,0,-0.0839,-1.0509,-0,6.2829,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,1.99148186025533,0.148311416405962,0.148311416405962
L5 - Planar,0.8826,-0.866025403784439,0,-0.0959,-1.0245,-0,6.2937,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.08466469099652,0.172860146567399,0.172860146567399
L5 - Planar,0.9203,-0.866025403784439,0,-0.1077,-0.9931,-0,6.3064,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.17959320481944,0.201261185452344,0.201261185452344
L5 - Planar,0.9459,-0.866025403784439,0,-0.1183,-0.9595,-0,6.3201,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.2679411133476,0.23135759432822,0.23135759432822
L5 - Planar,0.9621,-0.866025403784439,0,-0.1277,-0.9261,-0,6.3338,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.34538055071685,0.260795922534753,0.260795922534753
L5 - Planar,0.9717,-0.866025403784439,0,-0.1356,-0.8943,-0,6.347,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.41144626457341,0.288816922122701,0.288816922122701
L5 - Planar,0.9775,-0.866025403784439,0,-0.1438,-0.8581,-0,6.3621,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.4789037258643,0.320414963966667,0.320414963966667
L5 - Planar,0.9788,-0.866025403784439,0,-0.1518,-0.8174,-0,6.3791,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.54615831652999,0.355675432397666,0.355675432397666
L5 - Planar,0.9753,-0.866025403784439,0,-0.1594,-0.7724,-0,6.3977,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.61150340363141,0.394293198952028,0.394293198952028
L5 - Planar,0.9665,-0.866025403784439,0,-0.1661,-0.7229,-0,6.4178,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.67384721911466,0.436269551328718,0.436269551328718
L5 - Planar,0.952,-0.866025403784439,0,-0.1715,-0.6689,-0,6.4391,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.73197353214445,0.481182578475647,0.481182578475647
L5 - Planar,0.9314,-0.866025403784439,0,-0.1748,-0.6102,-0,6.4612,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.78523431966318,0.529223181547724,0.529223181547724
L5 - Planar,0.9043,-0.866025403784439,0,-0.1754,-0.5467,-0,6.4836,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.8329327276736,0.58006152320506,0.58006152320506
L5 - Planar,0.8736,-0.866025403784439,0,-0.1728,-0.485,-0,6.5035,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.87079763584665,0.62803640803333,0.62803640803333
L5 - Planar,0.8401,-0.866025403784439,0,-0.1669,-0.4249,-0,6.521,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.90106445677117,0.674076942644219,0.674076942644219
L5 - Planar,0.8043,-0.866025403784439,0,-0.1579,-0.3667,-0,6.5361,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.92491102339537,0.717606591441649,0.717606591441649
L5 - Planar,0.7667,-0.866025403784439,0,-0.1457,-0.3104,-0,6.5488,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.94370463797767,0.759475955713991,0.759475955713991
L5 - Planar,0.7274,-0.866025403784439,0,-0.1306,-0.2562,-0,6.5592,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.95813641197096,0.798853438726365,0.798853438726365
L5 - Planar,0.6867,-0.866025403784439,0,-0.1126,-0.204,-0,6.5675,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.96914731406024,0.836818136085383,0.836818136085383
L5 - Planar,0.6447,-0.866025403784439,0,-0.0918,-0.1542,-0,6.5738,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.97718021577549,0.872904295527705,0.872904295527705
L5 - Planar,0.6015,-0.866025403784439,0,-0.0685,-0.1069,-0,6.5783,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.98271929444464,0.907221487921757,0.907221487921757
L5 - Planar,0.5572,-0.866025403784439,0,-0.0428,-0.0622,-0,6.5812,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Planar,,2.98617467026745,0.94044337810197,0.94044337810197
L5 - Northern Axial,0.9767,0.0334,0.1,0.0737,-0.0626,-0.4671,2.1509,1,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.94345732620403,0.962676363838021,0.962676363838021
L5 - Northern Axial,0.9522,0.0146,0.1,0.1089,0.0426,-0.4599,2.1684,1.2665,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.94606003589501,0.939599023227498,0.939599023227498
L5 - Northern Axial,0.9353,0.0019,0.1,0.1254,0.1104,-0.4375,2.2359,1.4014,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.944314004183,0.921622974667245,0.921622974667245
L5 - Northern Axial,0.9167,-0.0122,0.1,0.1328,0.1753,-0.4026,2.3433,1.9466,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.94170692655982,0.903320811495076,0.903320811495076
L5 - Northern Axial,0.8958,-0.0292,0.1,0.1297,0.2354,-0.3601,2.4992,2.7963,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.9380250648898,0.884738806937839,0.884738806937839
L5 - Northern Axial,0.858,-0.0661,0.1,0.1077,0.3173,-0.2917,2.8625,4.36,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.92996013793209,0.852546616790869,0.852546616790869
L5 - Northern Axial,0.8342,-0.0949,0.1,0.0924,0.3566,-0.2589,3.1374,5.0376,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.92389286836528,0.832987889453422,0.832987889453422
L5 - Northern Axial,0.8067,-0.1326,0.1,0.0815,0.3939,-0.2321,3.4831,5.389,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.91618428533246,0.811573331616704,0.811573331616704
L5 - Northern Axial,0.7717,-0.1819,0.1,0.0838,0.4337,-0.2144,3.9253,5.3009,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.90513222615294,0.785454801351286,0.785454801351286
L5 - Northern Axial,0.708,-0.2548,0.1,0.1289,0.4969,-0.2175,4.6214,4.5915,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.88189383617372,0.742321783847111,0.742321783847111
L5 - Northern Axial,0.6695,-0.2848,0.1,0.1739,0.5331,-0.2351,4.9622,4.1337,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.86522007239006,0.717461351626679,0.717461351626679
L5 - Northern Axial,0.6301,-0.306,0.1,0.2311,0.5692,-0.2645,5.2632,3.6779,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.84387538145654,0.691636754491462,0.691636754491462
L5 - Northern Axial,0.5946,-0.3174,0.1,0.2918,0.5997,-0.3028,5.4992,3.2707,,385692.5,4.3644,0.0121505856,Earth - Moon,L5,Axial,North,2.81997049766606,0.667009065970174,0.667009065970174
